Word	OCR variants
CON	CONC, COND, CONN, CONS, CONV
birth	births
ram	ham, raju, rama, rani, rat, rati, syam
clan	clans
command	commands
remote	remoter
claim	claims
lying	laying, spying
pragmatic	pragmatics
quantifier	quantified
moment	moments
pause	pauses
ST	AT, CAT, ENT, FLT, FT, IT, LT, NT, RT, SA, SB, SC, SE, SF, SI, SM, SO, SP, SR, SSS, STA, STR, SU
contour	contours
pen	peg, pens, pet
2S	2A, 2AS, 2H, 2NS, 2O, 2P, 2SP, ASS, CUS, DES, JUS
mary	maria
los	esos, las, unos, usos
climb	climbs
bee	bees, beet, bile, dee
TA	CA, DA, GWA, KA, MA, NA, QA, SA, SIA, TAM, TAN, TE, TH, TI, TLA, TRP, TTA, TU, TUK, UA, VA, VTA
LH	HH, HHH, HLH, LAX, LHH, LHL, LL, LLF, LLH, LLL, LLM, LM, LML, LMM, MH, RH
cardinal	cardinals
summer	summers
derive	derives
donâ	didnâ, donft, donot, donrt, dont, dontt, wonâ
kha	bha, chha, khaa, khae, khai, khal, khao, khap, khar, khas, khat, khau, khd, khe, kheh, khem, khen, khet, khi, khia, khih, khil, kho, khod, khol, khom, khop, khos, khra, khri, khu, khum, khur, khut, khya, khyu, kya, pha, rha, tsha, utha
conj	cond, contr
student	students
chart	charts
principle	principles
lesson	lessons
constraint	constraints
link	links
objective	objectival, subjective
measure	measured, measures
combine	combines
analyzed	analysed
een	geen
connection	connections
tive	ative, ctive, etive, itive, ntive, sive, ssive, tival, tivc, tives, tlve, utive
collected	collectcd
lived	anived, lives
bay	bank, bays
paragraph	paragraphs
fit	fits, suit
phonologically	phenologically
tam	aam, cam, dam, ham, jam, lam, mam, pam, tad, tah, taj, tak, tal, tana, tanh, tapm, tarn, tas, tat, taw, tay, tum, vam
comitative	commitative, cornitative
arrow	arrows
step	steps
axe	adze
diphthongs	triphthongs
monkey	monkeys
ALL	ILL
diminutive	diminuative, diminutives
steal	steals
salt	salty
IJ	IIJ, IJI, IJJ, IQI, IU, IW, JJ, UJ, WJ
labial	labials
survey	surveys
doctor	doctors
lp	fp, inp, lcp, lde, ldl, lnc, lnd, lns, lpc, lpe, lpg, lpi, lpl, lpn, lps, lpv, lpx, lrr, lss, rcp, tp
bow	bows
eng	bang, bing, deng, engl, fing, gang, ging, kung, lang, leng, mong, ning, reng, ring, seng, tang, tong, ung
dir	dist, dlr, dur
flat	fiat
V2	C2, NP2, O2, R2, S2, VAI, VC, VG, VH, VN, VO, VP2, VS, VT, VV, VVV
nã	adã, alã, atã, aã, baã, bbã, bã, chã, cã, deã, dzã, dã, edã, esã, etã, eã, feã, fiã, ftã, fã, gaã, gbã, ggã, ghã, gwã, gã, hwã, hã, icã, idã, ihã, inã, irã, isã, itã, iwã, iyã, iã, jã, khã, kkã, kpã, ksã, kwã, kã, ldã, liã, llã, luã, lyã, lã, maã, mbã, miã, mmã, mnã, mpã, mwã, mã, naã, ndã, ngã, nhã, niã, njã, nnã, ntã, nuã, nyã, oã, paã, pã, quã, qã, rrã, rã, saã, shã, ssã, syã, sã, taã, teã, thã, tiã, toã, tsã, ttã, tã, vaã, vã, waã, weã, wuã, wã, xã, yã, zuã, zã
composed	comprised
kana	hana, kada, kaka, kama, kangi, kani, kanu, kara, kaya, kuna, mana, nana, pana, sana, tana
practice	practices, practise
frame	frames
perspective	perspectives
sen	eren, rren, scn, sed, sequ, ser, ses
tagmeme	tagmemc, tagmemes, tagrneme
egg	eggs
hunt	hunts
key	keys
grandfather	grandfathers
POT	PUT
flower	flowers
aspirated	aspirates
hang	hangs, hung
report	reports
communication	communications
inalienable	inalienably
spoke	spake
week	weeks
size	sized, sizes
definition	definitions
coordinate	coordinated
lead	leads
comment	comments
sibling	siblings
thousand	thousands
transcription	transcriptions
hearer	hearers
author	authors
style	styles
amount	amounts
division	divisions
WKH	WKDQ, WKDW, WKLV, WRQH
pn	bn, cn, dn, gcn, gn, kn, nnn, pb, pbr, pc, pd, phr, pj, pm, pmn, pnl, pnn, pnt, pnv, pos, ppr, ppt, prc, prh, prl, prn, prp, prr, prt, ptr, pw, px
thank	thanks
smell	smells, smelly, smelt
locational	locationals
1pl	1dl, 1pi, 1pin, 1plo, 1pls, ipl, lpl
interest	interests
focused	focussed
incl	incpl, inel, inol, inpl, lncl, tncl
marriage	marriages
overview	overviews
radical	radicals
desire	desires
aorist	aorists
fin	efin, fies, fina, fini
ASP	ASS
game	games
liquid	liquids
qui	quel, quoi
dia	nia, sia
doubt	doubts
conclusion	conclusions
script	scripts
phonetically	phonemically
blow	blows
trans	irans
abs	abl, nabs
ngu	ndu, ngal, nggi, ngi, ngka, ngku, ngun, nhu, nyu
nominalization	nominalisation, nominalizations
lion	lions
vocative	vocatives
formative	formatives
proposition	propositions
picture	pictures
fig	figs
camp	camps
recipient	recipients
03	0b, l3, o3
box	bowl
REFL	REFLX, RESL
1a	1b, 1c, 1d, 1e, 1g, 1i, 1l, 1o, 1u, 1y, ila, lla
borrowing	borrowings
ale	abe, ade, ake, ales, alo, alu, ame, ande, ane, ape, ase, ele, ile, kale, mele, ole
characterized	characterised
aku	aken, aki, ako, amu, antu, anu, asu, atau, atu, iaku, iku, kaku, saku, yaku
noise	noises, noisy
coda	codas
evidential	evidentials
declension	declensions
collective	collectives
constitute	constitutes
ada	aba, aday, adda, adi, ado, amba, apa, ida, suda
predication	predications
lateral	laterals
excl	cxcl, exci, exel, exol
association	associations
criteria	criterion
lord	lords
sam	aram, cam, dam, fam, iam, sac, sah, sair, sak, sal, sanh, sar, sem, sham, siem, sim, som, sym
sleeping	sweeping
REM	NEM, REAL, REC, REF, REG, REGR, REP, REPT, RES
antecedent	antecedents
DEP	REP
season	seasons
hey	lhey
hut	huts
continued	continues
pain	pains
DU	DIS, DK, DL, DLS, DUA, FDU, IDU, MDU, PAU, PLU
whenever	wherever
equal	equals
era	bera, ega, eira, ena, enta, eras, eri, ero, esa, eta, ira, nara, ora, tara, tora
response	responses
valley	valleys
NOUN	NOUNS
lk	ck, dk, fk, hk, jk, lc, lf, lg, lkh, lm, lr, lw, mk, nk, rk, rrk, sk, tk, yk
3a	3b, 3c, 3d, 3e, 3f, 3g, 3i, 3la, 3lb, 3o, 3w
building	buildings
NS	ES, HS, MS, MUS, NA, NB, NCI, NE, NG, NGU, NH, NI, NIN, NKA, NTE, OS
wall	walls
power	powers
district	districts
sample	sampled, samples
formula	formulae, formulas
repetition	repetitions
asp	aspp, auxp
modification	modifications
exhibit	exhibits
NON	HON
attempt	attempts
disyllabic	bisyllabic, dissyllabic, trisyllabic
CP	ANP, AP, CEP, CS, FP, HP, MNP, NPP, QP, RP, TP, VNP, XP, YP, ZP
ich	auch, doch, ech, euch, isch, lich, mich, nach, nich, noch, sich, ych
reflect	reflects
draw	drag, drawn, draws, drew
meeting	meetings
universal	universals
quote	quoted, quotes
substantive	substantival, substantives
setting	settings
iterative	iteratives
morphophonemic	morphophonemics, morphophonemlc, rnorphophonemic
itu	gitu, itoe, satu
iya	asya, diya, eya, hiya, ika, ila, ima, inna, ipa, isa, iwa, iyai, iyan, iye, iyo, kaya, kiya, naya, niya, oya, tya, uya, waya
boil	boils, broil, spoil
emph	empb
exemplified	examplified
behave	behaved, behaves
ATR	ATRI, ATRJ, RTR
NM	ABM, EM, NEV, NMZ, NPU, NYA, NZ, RNM, UNM
wear	tear, wears, weave
issue	issues
mod	imod, modi
nice	nicc
inchoative	inchoatives
ditransitive	bitransitive, ditransitives
africa	america
center	centcr, centers
bathe	bathed
yang	kang, wang
ball	balls
gets	meets
sand	sandy
visit	visits
pin	pii, piit, pik, pil, pina, pins, piny, pip, pir, pis, pit, pun
tribe	tribal, tribes
win	gain, ruin, warn, wil, wins
adopted	adapted
counterpart	counterparts
alternate	alternated, alternates
opposition	oppositions
ter	cher, erer, ier, ler, oer, rer, tern, ters, tes, tor
nut	nuts
code	codes
depends	depended
lan	ian, lanc, lang, lanp, lanr, len, lin, lon, rian, uan
column	columns
06	0b, o6
xo	axo, hwo, oxo, qo, tco, txo, xaa, xac, xad, xah, xai, xal, xan, xap, xas, xat, xb, xco, xd, xe, xel, xen, xet, xf, xil, xla, xna, xoc, xoi, xol, xoq, xor, xos, xot, xow, xu, xui, xul, xut, xwa, xwi, xwl, xya
shell	shells
ox	owl, sax
distributive	distributives
seed	seeds
interaction	interactions
duration	durations
B3	A3, C3, O3, PL3, SG3
EXCL	EXCLM
lat	elat, lac, lak, lant, tat
nee	anee, cee, dee, hee, jee, kee, mee, nae, neen, nei, pee, shee, tee, wee, yee
translate	translates
evil	devil, evils
deal	deals, dealt
lies	lives
az	agj, aln, ast, ayr, ayy, azh, azt, baz, bdz, bez, biz, boz, ez, haz, iiz, ilz, iz, oz, ruz, siz, soz, tez, uz, waz, wiz, zaz
tobacco	tabacco
RDP	ADP, RCP, RDL, RDUP
exercise	exercises
gerund	gerunds
roof	roofs
project	projects
valency	valence
passed	passes
allophones	ailophones, allophoncs
concept	concepts
isn	hasn, isnt, wasn
argue	argued, argues
ds	bs, cs, css, dc, dcl, df, dg, dly, dm, dnd, dy, ens, fs, gs, hs, ins, lds, nds, oes, ols, ors, rts, sts, ws, ys, zs
swim	swam, swing
sees	saves, sends
sum	sums
hr	br, fdr, hf, hl, hm, hmr, hs, hsr, msr, rdr, wr
qi	fei, fii, gai, gti, gwi, iji, ili, jii, lgi, lhi, lii, lli, pui, qai, qan, qar, qat, qe, qer, qet, qey, qia, qii, qil, qin, qir, qji, ql, qla, qli, qo, qun, qwa, qwi, rji, sii, tei, tfi, ugi, uti, xai, yii
mora	morae, moras
avoid	avoids
elicitation	elicitations
tio	atio, ctio, itio, ssio, tic, titu, tiv, tro, utio
nde	ade, ande, dede, ede, hede, ndaa, ndd, ndo, ndu, neje, nene, nge, ngwe, nje, nke, nte, nye, nyee, nze, ode, wode
buffalo	buffalos
generation	generations
3sgs	3sgas, 3sgo, isgs, lsgs
ine	ane, ene, erne, hene, hine, ibe, ide, ige, ike, ikwe, ile, ime, iner, ire, ise, ite, iwe, iye, nane, nene, tene
juan	juana
kay	atay, cay, gay, imay, kami, kang, kaw, kaya, kayo, koy, tay
tag	tags
diphthong	triphthong
BE	BIG, BUT, HE, LIE, SEE
mama	maama, majka, mame, mami, mamma, mamo, mania, matka
bottom	bottoms
geminate	geminated, geminates
nominalizer	nominaliser
behavior	behaviors, behaviour
kor	dor, gor, jor, kdr, ker, kiir, kir, koc, kod, kol, kom, kop, kora, kot, kur, yor
test	tests
a1	aq1, atl, b1, be1, bi1, c1, d1, e1, f1, fa1, g1, ge1, h1, i1, jl1, l1, la1, le1, m1, me1, n1, ne1, o1, r1, se1, si1, t1, u1, ve1, we1
oneâ	ojeâ
CLF	CLAS, CLS, CLSF, NCLF, SLF
ber	beit, bers, iner, mber, nber
taro	taros
proclitic	proclitics
fur	fiir, furs
ordinal	ordinals
feed	breed
method	methods
gal	agal, bal, gaal, gab, gaba, gad, gada, gag, gaj, gak, gala, gali, gam, gand, gar, gara, garr, gat, gay, gaz, gel, gil, gol, gul, hal, jal, wal, yal
twice	thrice
realization	realisation, realizations
dii	bii, dfi, diik, diil, dil, dini, dli, dooi, fii, gii, hii, jii, kii, mii, ndii, rii, sii, wii, yii
inter	intei
cup	cube, cups, soup
sad	glad, mad
shoulder	shoulders
log	logs
reached	reaches
hope	hoped, hopes
shirt	shirts, skirt
nep	kep, lep, pep
sanskrit	sanscrit
tim	lim, taim, tem, tiae, tid, til, timc, timo, tine, tis
centre	centres
dz	db, dj, dy, dza, dzh, dzi, dzj, dzu, dzv, dzw, jz, ndz, nz, rz, sz, zz
seeing	seizing, sensing
tom	tony, torn
farm	farms
afternoon	afternoons
2a	2b, 2c, 2e, 2la
hour	hours
tama	dama, kama, taha, taina, taka, tana, tara, tata, tuma
meal	meals
alphabet	alphabets
nau	dau, hau, iau, inau, kau, lau, nae, nako, nana, nane, nao, naqa, nari, niu, vau, yau
hortative	hortatives
department	departments
lhe	lbe, lhc, lhis, lht, lite, llie, rhe
INST	INSTR
ver	fier, rer, ser, ved, vel, vely, verd, verl, vert, ves
complementizer	complementiser, complementizers
master	masters
drum	drums
hare	hares
jan	agan, ian, jaan, jad, jam, jani, jap, jat, jay, jaye, jaz, jen, jien, jon, khan
overtly	covertly
OE	IE, OCS, OHG, OIA, OS, PDE, PIE
irr	irrl
ripe	ripen
rna	lna, rda, rja, rla, rni, rnu, rnv, rra, rrka, rta
reader	readers
affricate	affricates
relator	relater, relators
FV	DRV, FOT, FVH, FVP, IMV, ITV, MV, PSV, SBV, TRV
attribute	attributes
grade	grades
baba	baaba, babba, babe, babi, babo, babu, bana, bapa, bappa, baya, buba, daba
wat	gaat, gat, kwat, nat, tat, waar, weet, wot, wut
mata	maea, maia, matai, matan, matau, mati, mauna, vaata
DIM	ANIM, DDEM, DIS, DISC, LIM
clock	oclock
rb	crb, erb, nrb, orb, rbs, rc, riv, rns, rte, rv, rvb, tb, trb, vrb
pal	atal, jal, khal, lal, pac, pach, paf, pah, pahk, pak, pala, pand, pap, paq, pata, paw, pel, pil, pul, sal, ttal
PC	NC, PIP, PLO, PQ, PRI, PS, PU, PVS, SSC
request	requests
price	priced, prices
experience	experienced, experiences
row	prow, rows
lift	lifts
perception	perceptions
iranian	lranian
ong	awng, cing, cong, cung, dang, dong, heng, iing, jing, lang, ling, lng, mang, mong, ning, nwng, ongo, ongs, onon, ping, rang, rung, tang, ting, tong, ung, uong, vong
tradition	traditions
SPEC	NSPEC
alienable	alienably
lee	chee, dee, kee, lowe, rhee, shee, wee, yee, zee
connective	connectives
sur	leur
chop	chip, chops
investigation	investigations
aryan	aiyan, aryans
isi	asi, esi, ibi, idi, ihi, iki, ili, imi, ipi, iri, isa, ise, iso, isu, itsi, ivi, izi, osi
star	stars
cane	canes
prepare	prepares
ona	kona, lona, nena, nona, oba, oha, oia, oina, oka, ola, oma, oni, ono, opa, ora, osa, ota, oua, owa, tana, tena, tona
province	provinces
spring	springs
chase	chases
trap	traps
nasalized	nasalised
visible	visibly
AB	ABW, AC, ACH, AHI, AKW, AL, AO, API, AR, ATO, AUD, FB, NB, OB, SB
dream	dread, dreams
tlie	ilie, llie, tfie, tiie, tlic, tliis, tlio, tlle, tlte, tlze
juncture	junctures
C1	CCC, CGV, CI, CII, CS, CT, CVT, CY, O1, P1, S1, V1, VP1
collection	collections
RI	RKQ, RNH, RQ, RQH, RQO, RU, RXU
wit	wich, wil, wilh, wirh, witb, witn
CM	CFM, CHN, CR, CTX, NEM, SCM, SYM, TM
toe	moe, poe, toes, tou
edition	editions
potato	potatoe, potatos
smaller	smallest
wake	awake, waked, waken, wakes, woke
plate	plates
perform	performs
load	loads
honorific	honorifics
colour	colours
rp	arp, bp, fp, gp, mp, nrp, orp, rbh, rbl, rbo, rc, rcp, res, ret, rg, rk, rnn, rnt, rpr, rpt, rq, rrn, rrr, rsr, rss, rte, rtm, rts, rut, rw, rx, stp, tp, wp
roll	rolls
sake	sakes
kata	kaca, kala, kama, kapa, katan, kati, kuta, pata
PAT	PAS
brackets	bracketed
¹ï	aiï, amï, arï, asï, atï, ayï, aï, baï, biï, buï, bï, cï, dï, erï, etï, eï, fï, idï, isï, itï, iï, jï, kaï, keï, kiï, koï, kuï, kï, luï, lï, maï, miï, moï, muï, mï, naï, ndï, neï, niï, noï, nï, oiï, oï, paï, piï, poï, puï, pï, qaï, raï, rï, saï, siï, sï, tiï, toï, tï, uï, wï, yaï, yoï, zï, ¹dl, ¹k, ¹ku, ¹l, ¹m, ¹n, ¹na, ¹ni, ¹nu, ¹r, ¹ri, ¹ru, ¹tu, ¹x, ¹y
office	officer, offices
convey	conveys
height	heights
nasalization	nasalisation
hon	hob, hod, hom, hor, hun, nion
aunt	aunts, aunty
divide	divides
coyote	coyotes
wai	gai, kwai, pai, wae, waha, wahe, wahi, wale, wani, wao, wara, wasu, wata, waya, wehi, yai
signal	signals
sha	dsha, ksha, nsha, shaa, shak, shaq, shf, shil, shka, shl, shpa, shu, shya, ska, spha, zha
papua	papuan
hoe	hoed, hoes, hook
lingua	lingue
travel	travels
plosive	plosives
taste	tastes, tasty
framework	frameworks
portion	portions
manuscript	manuscripts
review	reviews
tap	clap, dap, flap, kap, lap, pap, rap, sap, slap, taps, tup
title	titles
creek	creeks
allophone	allophonc, allophoncs
subgroup	subgroups
sew	chew
derivative	derivatives
lip	hip, lips
tiger	tigers
dal	dac, dak, dall, dav, dil, dol, dul, ghal, hal, val
tx	atx, cx, dx, fx, glx, gtx, hx, igx, ikx, inx, itx, kx, lx, mx, nx, otx, ptx, px, sx, tcx, tg, tix, tk, tkh, tlh, tlq, tp, tq, tsd, tsm, tsp, tss, tst, tsx, txa, txw
grain	grains
mara	bara, dara, gara, maga, mala, marna, marra, maru, mura, ngara, rara, tara, wara, yara
asia	asian
ice	icy
ritual	rituals
save	saved
1Â	1J, AÂ, CÂ, HÂ, IÂ, JÂ, LÂ, OÂ, PÂ, SÂ, TÂ, UÂ, VÂ, WÂ, YÂ
drive	drives, drove
bilong	biiong
dis	dif, diff, dift, dil, ding, dits, diz, mis, sis
orientation	orientations
breast	breasts
crow	croak, crows
register	registers
handle	handles
tse	kse, tce, tsai, tsan, tsas, tsd, tsel, tsen, tsha, tshe, tsih, tsii, tsil, tsin, tsl, tso, tsu, tsun, twe, tye, utse
kwe	akwe, ekwe, kate, kete, kine, kwah, kwak, kwal, kwi, kwo, kye
yn	ayn, bn, byn, cyn, gn, hn, hwn, hyn, nnn, nyn, vyn, wn, wyn, yb, yc, ych, yd, ydy, yin, yj, yk, yl, ym, yma, yng, yno, yns, yr, ys, yt, yth, ytn, yw, yy
join	joins
fan	fans, fen
chin	ching, shin
semitic	scmitic
benjamins	benjarnins
ATTR	ABSTR, AITR, ATIR
experiencer	experiencers
converb	converbs
prepared	prepares
fence	fenced, fences
mag	ipag, kag, maka, maki, mang, mig, nag, pag
construct	constructs
herself	herselfi
quotation	quotations
intention	intentions
scale	scales
kit	iit, kic, kiil, kiim, kiit, kik, kil, kilt, kip, kis, kits, koot, kot, kut, kwat, kwet, lkit, nit, piit, tit, yit
comrie	cornrie
indication	indications
interjections	inteijections
ship	ships
RL	GL, RCM, RDL, REG, RLS, RNR, RP, RZ, XPL
priest	priests
quotative	quotatives
peak	peaks
positional	positionals
zur	zum
mbi	gbi, mbe, mbo, mpyi, rnbi
sore	sores
antipassive	antipassives
nama	kama, lama, namai, namma, namni, nana, nanga, nyama, vama
increase	increased, increases
palatalization	palatalisation
mani	gani, jani, maci, mane, mania, manu, masi, meni, muni, nani, pani, wani, yani
pisin	piain, pijin
border	borders
xx1	xxx
CJ	BJ, CB, CF, CH, CI, CK, CPE, CU, DJ, LJ, MJ, NJ, OJ, PJ, QJ, TJ
schwa	schwas
mau	atau, bau, dau, iau, kau, lau, maoe, masi, maua, miu, ngau, pau, sau
EX	EM, EMF, EMO, EMP, ENC, EQ, EQS, EST, EV, EVI, EXC, EXH, EXI, EXO, EXP, EXS, EXT
forward	forwards
SD	SDO
OR	FOR, HER, OFF, WOR
INCL	INCEP
lar	iar, ler, olar, ular
store	stores
color	calor, colors
mono	monos
winter	winters
rem	reas, rec, renc, rep, res, resp, ret, ronm
tried	tries
prog	progr
lexicalized	lexicalised
lao	gao, lalo, lapu, lau, lawe, leto, lolo, nao, ngao, tao, vao
loose	loosen
target	targets
exchange	exchanges
bas	bave, baxt, baz, bes, bos, fas, lias, tas, vas
morph	morphe, morphs
snow	snowy
specification	specifications
trigger	triggers
mango	mangos
pole	poles
AD	AA, AC, ANN, PXD, ULD, ZLD
gin	gib, gid, gidi, gig, gil, gim, gir, git, gon, gwen, igin, jin, yin, zin
RE	DE, FE, GE, IRE, KE, MRE, PE, RA, RAL, REG, RF, RR, RV, SE, VE
bet	bct, beb, bel, betl, betn, betr, bett, betv, bot, faet, moet, thet
input	inputs
addressed	addresses
donkey	donkeys
hausa	rausa
plu	pll, plm, plnr, plo, plrl, plw
superlative	superlatives
tibeto	tibetic
recognized	recognised
archaic	archaism
kui	kadi, kani, kati, kei, keti, khi, koi, kti, kua, kue, kuhu, kum, kunu, kut, kute, kuu, kuvi, kwii, mui, nui, pui, tui
merged	merges
mari	aari, bari, maci, madi, mali, marna, maru, mashi, pari, wari
bend	bends, bent
band	bands, baud
LK	LAH, LIG, LIM, LKR, LNK
slave	slaves
fix	fixe
indic	indie, lndic
RC	HRC, MC, NPC, RRC
gap	gaps
comb	combs
deverbal	deverbals
bd	bb, bdd, bdh, bdn, bdr, bf, bfi, bg, bii, bj, bkb, bm, bmi, bn, bp, bq, bt, bx, bya, bz, cdd, dbd, ddd, dgd, dmd, dnd, fd, fdd, gbd, gd, hd, hdd, hud, jd, kwd, ldd, mbd, ndd, pd, pud, sd, skd, thd, trd, wd, wdd, yd, zd
svcs	avcs
trouble	troubles
cor	conc, cons, corr, ior, ror
nnd	nded, nncl, ond, ound, tnd
obviative	obviativc
flesh	fleshy
preverb	preverbs
nar	atar, gar, nari, nat, ner, nir, nur, rar, xar, yar
job	jobs
feast	feasts
dried	dries, fried
paint	paints
6a	6b, 6c, 6d, 6e
n5	la5, lo5, mo5, nib, nla, nld, nlf, ta5, vn5
aim	aid, aims
sie	sich, sind, wie
ann	ain, alan, anil, anna, anne, anns, aon, enn, finn, ginn, lynn, mann, penn, sinn
QUOT	QUOTE
ein	eine
thatâ	thats, whatâ
A1	AF, APL, B1, DS1, O1, S1
WH	WHW
bull	bulls
christian	christians
relativized	relativised
amharic	aaharic
youâ	youd, youi, youj, youl, youp, youpi, yous, yousâ, yout
release	released, releases
stream	streams
kr	dkr, ghr, kaf, kb, kc, kf, kg, khj, khl, khn, khr, khs, kht, khw, khy, kj, kjh, kjr, kk, kkh, kkl, kli, klj, klw, kpn, kpw, kpy, kq, kra, krj, krk, krl, krm, kro, krp, krr, krt, krw, kry, ksm, ksy, kth, ktj, ktr, kty, kwk, kwt, mbr, mpr, ndr, ntr, sdr, tsr, wr, zr
cousin	cousins
km	bm, edm, ijm, kcm, kf, kln, kml, kms, kmt, knb, knt, kph, krj, krk, ksl, ksp, ktj, kwr, mtm, mwm, njm, nnm, rjm, rnm, tnm, ukm
assumption	assumptions
washed	smashed, washes
dit	ooit, uit
heaven	heavens
cent	ccnt, cents
LQ	FDQ, KHQ, LQJ, LWV, PDQ, RKQ, RQ, UDQ
worth	worthy
task	tasks
bis	baes, bif, biss, bist, hvis
iq	aaq, ahq, anq, caq, cq, daq, dq, elq, eq, gaq, gq, iaq, ifl, iij, iik, iil, iim, iiq, iir, iit, iix, iiz, iqh, irq, iun, ixi, ixw, jaq, jiq, laq, liq, lq, luq, maq, naq, niq, ocq, oq, qaq, qiq, quq, saq, teq, tiq, toq, tq, tuq, uaq, uiq, ulq, uq, uuq, viq, vq, xq, yaq, yuq
believed	believes
nha	dha, ngka, nhaa, nhi, nhu, nja, nma, nyja
shoes	shorts
prohibitive	prohibitives
display	displays
transcribed	transcribes
homorganic	hornorganic
A2	B2, D2, K2, O2, P2, S2
nail	nails, navel
NUM	ENUM, HUM, NHUM, NUC, NUMB, NUMP, NUMR
device	devices
tra	stra, tran, tras, tre, tric, trie, tro, tru
kofi	kofii
inan	inanp, lnan
FM	DLM, FGR, FMB
nas	naj, nasa
NO	ABO, AKO, HO, MO, NAL, NGA, NKA, NOR, NOU, YO
1t	1f, 1ft, 1g, 1h, 1it, 1l, 1ng, 1o, 1r, 1th, 1tt, 1y, hnt, ilt, lht, llt, lrt, ltt, rlt, tht, tlt, ult, wht
SIM	SIMP
fellow	fellows
koo	boo, doo, foo, goo, hoo, koe, koi, kooi, koon, kou, loo, moo, ndoo, noo, poo, soo, woo, yoo
ass	asso, ess, iss, oss
container	containers
grave	graves
overlap	overlaps
burman	burmans
cy	cac, cb, cch, ccs, cec, chq, chy, cic, cj, cos, cq, cra, crc, cur, cuv, cuw, cvx, cvy, cw, cwa, cwc, cwi, cwo, cx, cyp, cys, fy, jjy, jly, jy, nry, py, qy, rdy, rty, vy, wy, xy, yay, yy, zy
